idProduto,idCliente,idVendedor,quantidade,valor
46,982,45,74,2535.24
34,892,39,29,9132.97
25,929,27,26,23071.36
48,35,71,34,9261.26
19,407,21,74,19744.68
2,387,40,4,1481.68
5,369,135,83,68116.44
23,24,75,80,9868
39,383,104,51,49013.549999999996
42,527,3,7,2945.46
38,304,2,6,4068.7200000000003
35,450,39,51,29136.809999999998
24,216,145,59,26691.01
29,793,119,93,33174.96
19,147,87,40,10672.8
25,599,56,76,67439.36
34,632,135,77,24249.61
14,801,28,27,976.3199999999999
32,647,24,83,30828.690000000002
10,570,108,37,19845.69
3,776,70,98,45017.28
45,62,24,31,20779.609999999997
32,551,37,95,35285.85
13,933,75,98,89716.06
27,439,42,49,15653.05
37,669,41,17,12893.480000000001
10,846,124,93,49882.41
7,713,45,88,7025.92
17,628,94,47,15482.27
10,439,1,19,10191.03
45,813,88,5,3351.5499999999997
35,974,148,75,42848.24999999999
49,970,25,18,3336.84
49,431,63,76,14088.88
46,86,31,2,68.52
6,391,63,27,25103.25
23,581,123,54,6660.9
44,514,34,45,17691.3
35,600,121,38,21709.78
46,339,64,99,3391.74
40,292,49,52,27922.96
35,929,35,41,23423.71
45,745,31,46,30834.26
13,304,69,48,43942.56
39,419,97,12,11532.599999999999
1,651,103,3,2493.7200000000003
9,150,93,87,27663.390000000003
50,368,54,8,1607.44
49,970,43,99,18352.62
12,741,101,95,71709.8
8,711,40,61,22592.57
27,994,83,50,15972.5
8,436,145,85,31481.45
36,560,38,90,37838.7
21,615,36,33,19235.37
7,175,143,25,1996
14,173,140,46,1663.36
14,684,56,11,397.76
2,71,17,92,34078.64
34,277,148,72,22674.96
39,828,120,6,5766.299999999999
21,443,40,53,30893.17
15,699,13,66,46595.340000000004
39,567,13,48,46130.399999999994
47,911,100,60,8193.6
30,59,57,8,3807.76
3,576,57,19,8727.84
17,118,60,74,24376.34
6,118,45,84,78099
20,70,8,52,6712.160000000001
21,219,26,71,41385.19
24,826,4,95,42977.049999999996
11,883,99,6,4599.24
28,378,127,87,26956.95
20,545,53,85,10971.800000000001
7,635,64,55,4391.2
49,128,37,12,2224.56
17,495,43,90,29646.9
35,102,148,94,53703.13999999999
19,147,103,9,2401.38
23,278,129,36,4440.599999999999
32,608,117,94,34914.42
19,857,21,41,10939.619999999999
6,43,2,23,21384.25
49,922,75,52,9639.76
36,817,66,11,4624.7300000000005
41,997,109,27,20503.26
3,966,36,62,28480.32
3,755,39,15,6890.400000000001
22,367,42,86,15847.220000000001
17,851,87,50,16470.5
38,234,100,54,36618.48
41,457,112,86,65306.68
30,656,82,26,12375.220000000001
40,249,4,60,32218.800000000003
47,804,133,18,2458.08
32,301,118,30,11142.9
50,143,138,70,14065.1
45,320,117,80,53624.799999999996
4,234,40,79,68545.93
46,607,14,31,1062.06
16,500,45,26,23844.86
1,287,147,63,52368.12
38,942,88,8,5424.96
38,616,134,28,18987.36
7,962,53,44,3512.96
27,897,90,81,25875.45
19,414,107,24,6403.68
33,58,150,78,28322.58
44,870,143,26,10221.64
31,363,96,17,12182.71
8,84,31,66,24444.420000000002
1,56,45,99,82292.76
21,211,111,64,37304.96
10,909,86,71,38082.27
9,544,100,86,27345.420000000002
50,327,145,48,9644.64
14,530,129,74,2675.8399999999997
3,970,82,83,38126.880000000005
9,982,135,65,20668.050000000003
19,361,79,34,9071.88
14,247,114,39,1410.2399999999998
44,698,27,71,27912.94
18,501,51,71,27967.61
30,961,144,98,46645.060000000005
41,31,18,26,19743.88
37,282,41,66,50057.04
10,633,114,8,4290.96
44,291,16,18,7076.5199999999995
12,948,78,70,52838.8
24,69,64,10,4523.9
15,803,58,11,7765.89
47,301,7,53,7237.68
35,573,5,77,43990.869999999995
10,563,27,52,27891.24
7,46,64,33,2634.7200000000003
1,821,100,29,24105.96
44,783,67,53,20836.42
45,806,72,97,65020.06999999999
33,235,124,78,28322.58
31,475,66,47,33681.61
5,40,78,14,11489.519999999999
13,787,4,3,2746.41
11,437,22,21,16097.34
2,440,64,90,33337.8
6,568,138,34,31611.5
42,842,93,69,29033.82
8,866,61,66,24444.420000000002
44,758,88,97,38134.58
2,480,92,49,18150.58
12,402,91,61,46045.240000000005
32,453,68,25,9285.75
31,386,132,55,39414.65
21,219,136,28,16320.92
2,692,37,51,18891.420000000002
2,71,7,15,5556.3
16,178,53,68,62363.48
27,247,91,72,23000.399999999998
46,901,109,84,2877.8399999999997
28,804,149,70,21689.5
47,907,131,81,11061.36
43,736,110,30,5271.6
36,266,52,6,2522.58
1,444,35,33,27430.920000000002
7,464,110,38,3033.92
22,794,103,61,11240.470000000001
27,322,117,65,20764.25
24,485,18,28,12666.92
23,44,8,68,8387.8
33,452,118,3,1089.33
4,494,100,95,82428.65
49,871,133,50,9269
9,444,4,75,23847.750000000004
23,559,106,4,493.4
3,6,15,91,41801.76
9,373,100,19,6041.43
45,985,54,99,66360.68999999999
23,606,18,42,5180.7
19,200,98,31,8271.42
10,629,22,48,25745.760000000002
45,356,69,75,50273.24999999999
43,137,110,96,16869.12
30,11,130,54,25702.38
38,908,22,76,51537.12
8,703,62,33,12222.210000000001
28,591,123,63,19520.550000000003
5,337,110,14,11489.519999999999
12,669,34,75,56613
4,790,92,34,29500.78
18,704,82,32,12605.12
11,412,7,23,17630.42
42,383,50,2,841.56
25,986,150,63,55903.68
28,947,108,30,9295.5
43,942,64,95,16693.4
35,450,135,96,54845.759999999995
8,885,70,80,29629.6
46,224,64,87,2980.62
10,348,93,28,15018.36
28,284,61,28,8675.800000000001
28,288,70,56,17351.600000000002
2,743,59,77,28522.34
5,877,129,41,33647.88
24,951,35,71,32119.69
46,947,6,85,2912.1
14,149,31,74,2675.8399999999997
40,366,25,77,41347.46
18,172,19,13,5120.83
29,606,84,82,29251.04
32,709,29,85,31571.55
12,591,109,67,50574.28
1,928,96,98,81461.52
36,802,80,71,29850.53
49,696,55,17,3151.46
47,804,26,87,11880.72
30,932,150,31,14755.070000000002
14,107,8,76,2748.16
12,292,90,16,12077.44
12,766,27,40,30193.600000000002
6,153,140,78,72520.5
28,590,35,11,3408.3500000000004
46,264,52,60,2055.6
32,715,133,24,8914.32
23,226,135,48,5920.799999999999
50,538,6,59,11854.87
39,904,34,27,25948.35
44,205,50,69,27126.66
48,909,15,15,4085.85
46,337,82,13,445.38
13,656,146,45,41196.15
3,757,135,100,45936
1,321,147,14,11637.36
6,836,121,10,9297.5
21,384,97,4,2331.56
25,262,90,15,13310.4
15,579,58,29,20473.71
17,118,2,50,16470.5
50,821,90,24,4822.32
12,921,73,59,44535.560000000005
38,195,102,88,59674.56
31,355,22,20,14332.6
38,682,1,80,54249.6
24,71,12,25,11309.75
26,466,94,75,53553.75
2,456,103,70,25929.4
35,446,8,66,37706.46
11,382,16,50,38327
36,224,34,3,1261.29
33,793,82,26,9440.86
45,853,144,95,63679.45
22,714,139,12,2211.2400000000002
6,182,108,64,59504
41,388,71,68,51637.84
34,826,144,15,4723.95
33,967,150,92,33406.12
24,71,28,55,24881.45
32,824,42,63,23400.09
45,271,27,94,63009.13999999999
24,982,119,43,19452.77
15,549,31,31,21885.69
13,937,140,16,14647.52
7,656,19,29,2315.36
28,65,87,2,619.7
35,738,36,54,30850.739999999998
2,932,126,11,4074.6200000000003
16,586,121,11,10088.210000000001
36,635,82,90,37838.7
15,627,123,11,7765.89
43,490,19,95,16693.4
27,771,133,72,23000.399999999998
22,89,113,75,13820.25
30,99,88,23,10947.310000000001
9,946,21,56,17806.32
11,724,99,21,16097.34
33,704,39,58,21060.38
30,281,103,51,24274.47
10,467,108,48,25745.760000000002
30,15,125,98,46645.060000000005
44,842,18,25,9828.5
44,844,71,6,2358.84
10,41,118,38,20382.06
8,154,54,70,25925.9
33,964,61,12,4357.32
40,553,150,17,9128.66
10,317,4,21,11263.77
15,566,90,20,14119.8
41,87,72,71,53915.98
4,665,129,51,44251.17
15,144,114,88,62127.12
44,199,17,60,23588.399999999998
38,490,39,6,4068.7200000000003
29,326,61,12,4280.64
9,574,90,85,27027.45
35,680,21,92,52560.52
33,2,12,6,2178.66
37,650,101,78,59158.32000000001
38,265,76,69,46790.28
23,508,118,18,2220.2999999999997
36,567,29,22,9249.460000000001
5,405,48,67,54985.56
49,172,112,67,12420.46
22,647,30,68,12530.36
4,560,2,88,76354.95999999999
22,636,33,6,1105.6200000000001
37,531,21,6,4550.64
36,354,95,78,32793.54
31,547,126,4,2866.52
48,18,4,80,21791.199999999997
20,621,42,85,10971.800000000001
49,573,87,72,13347.36
38,703,2,83,56283.96
37,581,130,96,72810.24
3,392,89,42,19293.12
36,616,75,93,39099.99
33,558,70,32,11619.52
45,652,15,3,2010.9299999999998
8,36,17,92,34074.04
18,634,110,41,16150.310000000001
48,201,100,56,15253.84
34,380,45,6,1889.58
47,129,72,76,10378.56
28,451,100,28,8675.800000000001
7,6,97,27,2155.6800000000003
27,90,25,59,18847.55
47,897,121,91,12426.960000000001
13,157,110,72,65913.84
29,839,138,34,12128.480000000001
4,467,91,36,31236.12
12,593,52,20,15096.800000000001
42,528,88,11,4628.58
23,951,95,94,11594.9
17,491,20,15,4941.150000000001
10,211,141,93,49882.41
34,783,97,33,10392.69
17,450,52,48,15811.68
36,125,37,31,13033.33
11,284,25,100,76654
49,387,6,90,16684.2
19,375,56,50,13341
50,681,121,60,12055.800000000001
39,185,74,30,28831.5
35,172,85,23,13140.13
37,152,70,81,61433.64000000001
19,14,126,9,2401.38
22,943,7,33,6080.910000000001
6,820,131,15,13946.25
41,877,95,82,62269.159999999996
27,65,67,8,2555.6
2,598,135,57,21113.940000000002
3,505,114,14,6431.04
44,531,132,40,15725.599999999999
22,721,17,19,3501.13
16,320,123,6,5502.66
47,545,142,61,8330.16
8,48,34,93,34444.41
41,485,60,53,40247.14
29,231,137,30,10701.6
30,910,63,40,19038.800000000003
31,436,124,4,2866.52
14,496,122,69,2495.04
21,96,37,5,2914.45
22,968,143,30,5528.1
15,721,15,71,50125.29
45,528,102,5,3351.5499999999997
47,834,22,14,1911.8400000000001
9,150,46,51,16216.470000000001
50,783,141,68,13663.24
28,254,90,17,5267.450000000001
39,595,103,58,55740.899999999994
37,9,36,51,38680.44
50,978,47,16,3214.88
10,714,63,46,24673.02
5,678,143,73,59909.64
22,794,31,70,12898.900000000001
42,953,52,79,33241.619999999995
18,288,59,54,21271.140000000003
48,455,17,29,7899.3099999999995
14,711,116,18,650.8799999999999
26,154,23,88,62836.399999999994
47,98,126,53,7237.68
17,593,44,61,20094.010000000002
43,890,72,80,14057.6
30,344,76,31,14755.070000000002
38,133,93,8,5424.96
16,583,66,61,55943.71
6,442,35,21,19524.75
8,499,72,34,12592.58
41,870,45,66,50119.08
46,935,114,11,376.85999999999996
7,515,123,28,2235.52
11,734,125,9,6898.86
50,535,10,30,6027.900000000001
32,512,46,87,32314.41
17,4,144,100,32941
9,276,17,22,6995.34
48,296,17,64,17432.96
26,188,81,100,71405
33,216,91,68,24691.48
20,905,122,44,5679.52
18,46,106,17,6696.47
41,928,148,47,35690.86
34,274,56,45,14171.85
14,336,85,38,1374.08
7,889,143,88,7025.92
2,363,133,63,23336.460000000003
34,463,55,27,8503.11
35,312,71,95,54274.45
24,901,24,34,15381.26
21,110,145,41,23898.489999999998
35,549,134,66,37706.46
20,138,44,12,1548.96
31,498,22,33,23648.79
6,456,34,96,89256
8,825,123,49,18148.13
32,875,123,64,23771.52
6,542,143,36,33471
35,523,76,75,42848.24999999999
48,886,97,88,23970.32
34,405,46,63,19840.59
5,694,10,29,23799.719999999998
15,920,146,71,50125.29
26,631,125,51,36416.549999999996
46,866,103,56,1918.56
33,771,12,7,2541.77
34,272,4,37,11652.41
7,751,22,86,6866.240000000001
2,536,26,96,35560.32
28,766,7,81,25097.850000000002
10,353,146,57,30573.09
34,94,54,1,314.93
13,272,97,63,57674.61
9,188,10,80,25437.600000000002
36,177,137,76,31952.68
44,372,125,38,14939.32
22,157,123,90,16584.3
21,423,29,64,37304.96
29,934,4,21,7491.120000000001
41,301,48,25,18984.5
15,485,122,74,52243.26
47,519,72,33,4506.4800000000005
49,70,113,89,16498.82
36,790,72,77,32373.11
2,611,136,65,24077.3
25,618,25,89,78975.04000000001
42,947,67,75,31558.499999999996
26,517,74,7,4998.349999999999
3,862,142,80,36748.8
35,301,130,86,49132.659999999996
31,413,67,12,8599.56
41,505,52,93,70622.34
1,391,118,31,25768.44
4,942,23,82,71148.94
43,82,147,46,8083.12
46,939,140,83,2843.58
33,486,136,72,26143.920000000002
27,774,54,71,22680.95
42,901,18,43,18093.539999999997
21,555,43,3,1748.67
31,279,137,50,35831.5
39,475,149,59,56701.95
41,809,147,38,28856.44
6,670,124,50,46487.5
39,170,75,41,39403.049999999996
37,720,84,31,23511.640000000003
10,699,76,5,2681.85
30,625,99,74,35221.78
50,703,29,1,200.93
14,909,76,32,1157.12
17,952,40,8,2635.28
10,119,141,9,4827.33
39,336,22,18,17298.899999999998
46,38,149,82,2809.3199999999997
25,959,55,72,63889.92
45,302,100,65,43570.149999999994
23,548,53,3,370.04999999999995
18,734,52,85,33482.35
8,425,30,25,9259.25
10,393,11,74,39691.38
25,887,31,44,39043.840000000004
46,181,94,83,2843.58
46,819,51,31,1062.06
13,777,149,62,56759.14
32,271,127,33,12257.19
17,970,88,84,27670.440000000002
29,242,129,35,12485.2
30,456,100,61,29034.170000000002
42,216,56,26,10940.279999999999
24,159,122,68,30762.52
19,961,148,2,533.64
17,225,53,63,20752.83
25,48,133,85,75425.6
17,904,81,77,25364.570000000003
19,430,5,35,9338.699999999999
6,969,134,41,38119.75
13,98,41,27,24717.690000000002
33,10,112,89,32316.79
45,792,135,44,29493.64
7,972,144,45,3592.8
47,798,111,8,1092.48
20,327,41,86,11100.880000000001
29,383,121,90,32104.800000000003
45,378,103,20,13406.199999999999
35,787,88,77,43990.869999999995
48,47,35,4,1089.56
30,833,89,88,41885.36
41,505,3,24,18225.12
9,377,97,61,19396.170000000002
39,881,78,69,66312.45
5,949,3,100,82068
32,853,10,75,27857.25
17,833,23,63,20752.83
14,565,105,88,3182.08
36,674,64,75,31532.25
39,420,131,64,61507.2
5,480,20,47,38571.96
14,625,55,82,2965.12
36,952,113,78,32793.54
14,943,120,88,3182.08
8,45,43,83,30740.71
12,592,130,82,61896.880000000005
24,872,128,26,11762.14
5,523,84,77,63192.35999999999
41,688,5,79,59991.02
17,872,55,4,1317.64
35,989,43,50,28565.499999999996
23,159,106,90,11101.5
28,973,21,70,21689.5
22,152,49,60,11056.2
49,202,141,11,2039.1799999999998
15,894,130,86,60715.14
14,875,52,80,2892.7999999999997
3,385,127,78,35830.08
45,910,72,83,55635.729999999996
25,865,72,83,73650.88
1,518,113,55,45718.2
32,274,7,20,7428.6
6,897,112,13,12086.75
8,63,130,9,3333.33
35,518,42,54,30850.739999999998
37,975,141,91,69018.04000000001
16,274,40,21,19259.31
5,258,75,93,76323.23999999999
18,711,134,7,2757.3700000000003
47,709,31,33,4506.4800000000005
49,216,15,41,7600.58
38,503,12,8,5424.96
29,981,51,91,32461.520000000004
3,750,28,73,33533.28
23,556,105,6,740.0999999999999
16,383,135,30,27513.3
1,559,25,86,71486.64
31,142,40,44,31531.72
46,927,83,89,3049.14
36,834,28,78,32793.54
30,597,2,84,39981.48
41,301,77,91,69103.58
20,700,148,36,4646.88
18,181,125,84,33088.44
28,504,36,54,16731.9
31,176,67,39,27948.57
5,547,43,29,23799.719999999998
21,693,59,80,46631.2
41,371,130,3,2278.14
28,664,99,7,2168.9500000000003
22,442,82,13,2395.51
23,616,92,82,10114.699999999999
45,666,32,79,52954.49
15,567,18,11,7765.89
42,435,113,63,26509.14
36,651,60,68,28589.24
38,708,3,76,51537.12
28,966,35,83,25717.550000000003
21,774,1,70,40802.299999999996
17,217,29,64,21082.24
14,88,108,45,1627.1999999999998
5,534,9,77,63192.35999999999
31,100,8,12,8599.56
32,384,50,72,26742.96
29,183,82,34,12128.480000000001
21,535,112,72,41968.08
41,131,5,64,48600.32
37,987,2,49,37163.560000000005
19,876,68,33,8805.06
5,344,118,3,2462.04
23,768,7,30,3700.5
18,940,31,73,28755.43
40,348,81,20,10739.6
39,294,75,63,60546.149999999994
16,563,137,12,11005.32
6,143,111,57,52995.75
23,106,19,81,9991.35
19,674,91,30,8004.599999999999
8,746,111,63,23333.31
23,31,58,28,3453.7999999999997
3,433,51,32,14699.52
31,864,150,75,53747.25
49,417,22,60,11122.8
8,293,79,19,7037.03
11,232,54,49,37560.46
33,936,48,46,16703.06
49,372,114,72,13347.36
11,378,143,5,3832.7
4,209,1,38,32971.46
9,188,110,13,4133.610000000001
20,892,49,36,4646.88
26,784,107,66,47127.299999999996
2,831,91,66,24447.72
24,874,4,33,14928.869999999999
9,149,148,2,635.94
34,483,93,86,27083.98
11,432,140,75,57490.5
9,650,21,11,3497.67
9,429,100,70,22257.9
39,910,55,17,16337.849999999999
15,747,64,51,36005.49
35,627,86,51,29136.809999999998
7,201,108,50,3992
34,644,130,51,16061.43
46,883,120,38,1301.8799999999999
5,698,16,21,17234.28
43,506,114,65,11421.8
49,28,149,54,10010.52
31,167,8,47,33681.61
38,887,110,8,5424.96
37,229,10,68,51573.920000000006
49,956,63,10,1853.8
27,259,11,91,29069.95
39,175,62,81,77845.05
39,649,12,58,55740.899999999994
4,367,133,44,38177.479999999996
39,566,110,44,42286.2
18,238,10,74,29149.34
28,795,107,50,15492.500000000002
16,634,59,11,10088.210000000001
45,168,104,7,4692.17
13,607,141,70,64082.9
44,821,103,53,20836.42
19,789,85,51,13607.82
25,986,119,53,47030.08
40,892,145,79,42421.42
9,681,72,1,317.97
27,310,133,33,10541.85
46,838,146,58,1987.08
19,29,37,76,20278.32
19,640,145,3,800.46
47,484,43,7,955.9200000000001
48,627,62,52,14164.279999999999
43,418,47,21,3690.12
31,451,102,89,63780.07
43,827,134,11,1932.92
46,522,66,13,445.38
9,56,71,99,31479.030000000002
46,463,41,54,1850.04
13,242,77,16,14647.52
26,409,101,1,714.05
48,714,134,7,1906.73
24,664,79,94,42524.659999999996
27,973,140,5,1597.25
25,492,7,18,15972.48
50,696,128,50,10046.5
6,327,115,44,40909
21,733,108,23,13406.47
24,715,35,9,4071.5099999999998
35,416,82,63,35992.53
10,690,118,66,35400.42
26,702,26,92,65692.59999999999
23,634,147,17,2096.95
8,832,122,97,35925.89
16,381,126,49,44938.39
45,469,30,89,59657.59
6,660,59,90,83677.5
48,974,66,67,18250.129999999997
2,728,11,81,30004.02
8,440,15,93,34444.41
4,94,47,63,54663.21
32,65,121,85,31571.55
48,586,131,16,4358.24
16,788,134,30,27513.3
27,79,85,54,17250.3
16,155,30,41,37601.51
14,14,102,94,3399.0399999999995
31,892,35,7,5016.41
34,657,132,35,11022.550000000001
31,844,64,94,67363.22
29,105,19,89,31748.08
42,130,128,32,13464.96
33,334,119,68,24691.48
23,177,18,59,7277.65
9,775,96,21,6677.370000000001
1,602,47,89,73980.36
16,758,143,43,39435.73
41,972,96,47,35690.86
25,169,10,85,75425.6
35,381,131,51,29136.809999999998
26,446,69,50,35702.5
13,827,60,41,37534.270000000004
3,176,97,50,22968
28,193,69,31,9605.35
27,606,110,89,28431.05
16,565,63,31,28430.41
22,41,59,64,11793.28
26,948,25,42,29990.1
33,704,119,93,33769.23
8,606,143,16,5925.92
26,462,131,44,31418.199999999997
37,778,2,82,62192.08
6,477,3,38,35330.5
40,108,30,3,1610.94
43,692,84,72,12651.84
24,271,144,16,7238.24
36,886,131,75,31532.25
13,942,111,81,74153.07
30,438,33,51,24274.47
23,697,138,82,10114.699999999999
40,224,127,6,3221.88
49,941,83,22,4078.3599999999997
38,399,40,21,14240.52
34,422,134,41,12912.130000000001
32,826,74,34,12628.62
9,333,6,80,25437.600000000002
34,347,64,89,28028.77
13,78,99,100,91547
38,705,133,71,48146.52
34,536,99,6,1889.58
10,85,67,25,13409.25
9,266,105,54,17170.38
2,197,128,89,32967.380000000005
35,440,73,66,37706.46
27,753,13,36,11500.199999999999
4,751,55,90,78090.3
5,731,35,10,8206.8
7,249,35,36,2874.2400000000002
24,556,140,61,27595.79
48,651,83,98,26694.219999999998
23,739,137,41,5057.349999999999
41,546,94,68,51637.84
40,537,78,96,51550.08
17,326,140,30,9882.300000000001
2,179,76,81,30004.02
19,185,8,11,2935.02
1,208,8,45,37405.8
13,270,107,58,53097.26
7,872,87,65,5189.6
14,504,129,3,108.47999999999999
38,876,105,27,18309.24
37,218,104,85,64467.4
24,244,126,73,33024.47
18,640,59,8,3151.28
6,766,130,42,39049.5
12,241,4,46,34722.64
39,241,109,80,76884
19,766,148,13,3468.66
14,564,82,92,3326.72
14,46,149,84,3037.4399999999996
8,158,139,30,11111.1
28,747,75,81,25097.850000000002
34,305,61,19,5983.67
9,943,127,10,3179.7000000000003
23,409,12,79,9744.65
16,192,39,4,3668.44
28,953,97,30,9295.5
26,821,22,33,23563.649999999998
21,380,22,94,54791.659999999996
45,583,20,1,670.31
13,573,59,25,22886.75
16,614,56,44,40352.840000000004
7,471,94,23,1836.3200000000002
19,470,82,2,533.64
4,429,21,26,22559.42
11,991,81,29,22229.66
15,500,118,39,27533.61
43,237,150,57,10016.039999999999
10,25,101,70,37545.9
10,239,56,57,30573.09
17,739,148,19,6258.790000000001
24,536,50,30,13571.699999999999
7,687,32,74,5908.16
47,211,28,84,11471.04
2,785,51,14,5185.88
40,981,83,81,43495.380000000005
17,31,52,13,4282.33
50,940,85,34,6831.62
2,545,50,8,2963.36
40,707,20,32,17183.36
38,122,127,76,51537.12
2,752,60,85,31485.7
43,884,128,75,13179
28,717,53,75,23238.75
10,232,53,51,27354.87
5,885,38,20,16413.6
29,161,108,81,28894.320000000003
38,254,109,81,54927.72
24,680,13,88,39810.32
22,670,10,79,14557.33
21,611,134,91,53042.99
23,185,125,20,2467
30,892,97,65,30938.050000000003
15,76,20,53,37417.47
28,18,130,72,22309.2
18,158,53,100,39391
34,200,95,44,13856.92
5,112,30,97,79605.95999999999
4,979,28,77,66810.59
20,595,87,68,8777.44
25,843,23,35,31057.600000000002
19,562,50,31,8271.42
21,375,112,56,32641.84
8,631,83,71,26296.27
29,957,51,44,15695.68
2,754,47,15,5556.3
26,49,53,53,37844.649999999994
8,97,98,68,25185.16
32,95,117,43,15971.49
2,985,34,50,18521
31,849,119,15,10749.45
6,179,147,49,45557.75
27,574,32,71,22680.95
33,984,88,68,24691.48
27,765,146,12,3833.3999999999996
11,919,39,59,45225.86
33,339,73,4,1452.44
10,687,53,1,536.37
44,969,77,36,14153.039999999999
34,506,138,95,29918.350000000002
4,829,104,3,2603.0099999999998
48,222,43,71,19339.69
15,33,37,71,50125.29
6,258,31,43,39979.25
31,566,79,41,29381.829999999998
8,229,104,45,16666.65
34,812,49,48,15116.64
16,869,96,74,67866.14
17,483,14,79,26023.390000000003
49,440,31,33,6117.54
3,123,125,43,19752.48
28,655,26,40,12394
14,868,76,91,3290.5599999999995
16,187,130,6,5502.66
36,923,87,6,2522.58
44,835,69,97,38134.58
18,833,79,47,18513.77
7,868,126,50,3992
50,548,78,46,9242.78
29,913,37,15,5350.8
46,73,140,86,2946.3599999999997
43,670,114,19,3338.68
19,546,18,83,22146.059999999998
17,621,97,35,11529.35
36,333,119,49,20601.07
9,531,127,51,16216.470000000001
10,607,58,40,21454.8
27,603,107,42,13416.9
23,898,82,62,7647.7
25,520,148,63,55903.68
7,408,106,95,7584.8
35,471,132,98,55988.38
38,142,62,71,48146.52
31,17,135,3,2149.89
26,545,134,52,37130.6
44,190,59,17,6683.38
42,538,51,66,27771.48
46,497,146,50,1713
3,760,125,67,30777.120000000003
31,368,76,58,41564.54
35,678,49,98,55988.38
34,286,34,46,14486.78
31,827,119,57,40847.909999999996
48,756,147,7,1906.73
5,162,1,80,65654.4
16,800,125,78,71534.58
13,204,138,54,49435.380000000005
10,39,122,82,43982.340000000004
6,900,74,25,23243.75
36,430,103,6,2522.58
42,241,121,43,18093.539999999997
17,420,140,98,32282.180000000004
40,778,21,16,8591.68
39,203,133,14,13454.699999999999
1,543,8,27,22443.48
49,589,91,59,10937.42
40,657,53,66,35440.68
29,966,118,64,22830.08
32,408,27,42,15600.06
40,929,88,8,4295.84
40,548,29,95,51013.1
28,178,17,35,10844.75
45,44,64,42,28153.019999999997
40,773,8,80,42958.4
42,906,133,67,28192.26
46,968,130,97,3323.22
31,84,16,72,51597.36
12,904,84,68,51329.12
15,171,106,19,13413.81
12,770,5,31,23400.04
24,526,93,23,10404.97
5,509,56,46,37751.28
29,650,142,71,25327.120000000003
27,413,134,33,10541.85
42,340,124,93,39132.54
18,326,148,82,32300.620000000003
40,198,27,85,45643.3
46,838,52,20,685.1999999999999
45,312,30,36,24131.159999999996
5,252,110,60,49240.799999999996
15,101,124,85,60009.15
31,954,29,82,58763.659999999996
35,473,104,54,30850.739999999998
41,324,31,61,46322.18
30,378,16,99,47121.030000000006
44,136,141,31,12187.34
22,962,112,57,10503.390000000001
45,538,32,74,49602.939999999995
4,354,7,13,11279.71
43,272,2,96,16869.12
15,122,22,17,12001.83
2,280,55,62,22966.04
40,918,118,25,13424.5
32,163,88,57,21171.510000000002
19,79,9,66,17610.12
19,34,14,90,24013.8
24,792,65,19,8595.41
41,692,11,74,56194.12
45,452,73,14,9384.34
44,734,128,12,4717.68
23,946,108,28,3453.7999999999997
12,277,5,39,29438.760000000002
30,473,57,68,32365.960000000003
47,626,62,65,8876.4
13,620,145,33,30210.510000000002
1,152,136,58,48211.92
16,902,52,23,21093.53
11,404,77,30,22996.199999999997
14,813,95,84,3037.4399999999996
8,514,52,8,2962.96
27,246,100,36,11500.199999999999
32,532,48,98,36400.14
11,83,59,2,1533.08
9,196,120,28,8903.16
13,19,20,18,16478.46
5,698,14,53,43496.04
45,755,40,13,8714.029999999999
12,897,86,24,18116.16
15,341,134,31,21885.69
49,368,129,41,7600.58
48,832,95,81,22063.59
12,313,136,67,50574.28
26,924,104,27,19279.35
24,959,67,49,22167.11
38,64,10,24,16274.880000000001
34,114,120,83,26139.190000000002
40,577,62,87,46717.26
46,738,53,91,3117.66
22,615,81,16,2948.32
22,205,48,30,5528.1
47,264,110,71,9695.76
11,783,130,82,62856.28
5,382,87,72,59088.96
21,155,26,81,47214.09
41,48,75,70,53156.6
20,765,58,61,7873.880000000001
33,386,134,81,29411.91
37,578,91,34,25786.960000000003
20,159,97,45,5808.6
30,158,3,22,10471.34
35,231,47,69,39420.39
31,779,74,7,5016.41
23,253,37,67,8264.449999999999
11,447,47,23,17630.42
39,269,1,76,73039.8
8,305,87,84,31111.08
37,260,140,32,24270.08
24,255,79,6,2714.34
39,369,63,33,31714.649999999998
9,811,81,41,13036.77
22,582,146,2,368.54
12,611,132,20,15096.800000000001
23,847,2,91,11224.85
17,180,109,53,17458.73
24,814,115,14,6333.46
37,961,106,27,20477.88
20,813,8,8,1032.64
41,540,15,4,3037.52
13,90,120,8,7323.76
38,658,41,42,28481.04
39,963,19,30,28831.5
46,330,6,18,616.68
43,761,113,92,16166.24
38,76,126,33,22377.96
18,396,136,32,12605.12
17,702,10,57,18776.370000000003
37,853,107,62,47023.280000000006
30,985,106,98,46645.060000000005
20,523,123,25,3227.0000000000005
21,413,88,31,18069.59
29,840,128,63,22473.36
34,830,29,12,3779.16
6,699,148,4,3719
39,680,119,15,14415.75
35,76,118,28,15996.679999999998
42,24,150,10,4207.799999999999
9,184,73,74,23529.780000000002
10,241,140,88,47200.56
26,291,9,78,55695.899999999994
42,127,139,66,27771.48
1,412,107,33,27430.920000000002
31,652,52,2,1433.26
23,666,29,48,5920.799999999999
47,295,119,69,9422.64
35,352,149,70,39991.7
3,301,139,6,2756.16
30,823,84,1,475.97
45,222,67,50,33515.5
23,283,119,95,11718.25
47,467,97,70,9559.2
